TIME,QUATERNION_0,QUATERNION_1,QUATERNION_2,QUATERNION_3
1273456000,0.707111055169996,-0.7071025065425378,-2.1185190615269494e-05,2.118544673697819e-05
1273464000,0.707115381840806,-0.7070981801991733,-1.2711033766519888e-05,1.2711342988992459e-05
1273472000,0.7071239232218872,-0.7070896374915426,-2.96587263731524e-05,2.9660164480912533e-05
1273480000,0.707119624074402,-0.7070939371514097,-2.542191852782848e-05,2.542284204142296e-05
1273488000,0.7071154709157803,-0.7070980897256107,-3.3896090443331435e-05,3.38969236437071e-05
1273496000,0.7071111388962438,-0.7071024225359877,-2.5422223600102587e-05,2.5422536976570188e-05
1273504000,0.7071238107157123,-0.7070897503332196,-2.542176800051474e-05,2.5422992562377397e-05
1273512000,0.7071238666252966,-0.7070896944209376,-2.542176599031864e-05,2.542299457247651e-05
1273520000,0.7071195961194426,-0.7070939651073835,-2.5421919532920516e-05,2.542284103636739e-05
1273528000,0.7071153814980509,-0.7070981798564265,-2.542207106442313e-05,2.542268950945418e-05
1273536000,0.7071195959544113,-0.7070939649423582,-2.96589078871682e-05,2.965998297458687e-05
1273544000,0.7071238383150511,-0.7070897220216422,-3.389568932154276e-05,3.3897324750889514e-05
1273552000,0.7071195681644822,-0.7070939930633562,-2.5421920538012515e-05,2.5422840031311782e-05
1273560000,0.7071195685072393,-0.7070939934061009,-1.2710958503325035e-05,1.2711418249910806e-05
1273568000,0.7071280526702177,-0.7070855070063937,-3.813241434431512e-05,3.8134708789421704e-05
1273576000,0.7071068966117315,-0.7071066655328441,-1.2711186301720559e-05,1.2711190455672049e-05
1273584000,0.7071026534512341,-0.7071109076537135,-2.9659618545638447e-05,2.965927232484862e-05
1273592000,0.7071153529716657,-0.7070982072409884,-3.813309925526724e-05,3.813402390737784e-05
1273600000,0.7071237827609185,-0.7070897782893588,-2.542176900561272e-05,2.5422991557327773e-05
1273608000,0.7071153257274366,-0.707098235907675,-2.118506266463606e-05,2.118557468529201e-05
1273616000,0.7071111390358839,-0.707102422675626,-2.118518810256943e-05,2.1185449249647572e-05
1273624000,0.7071281653407488,-0.7070853943290651,-3.813240826773947e-05,3.8134714865630786e-05
1273632000,0.7070985288088515,-0.7071150328332175,-2.1185565910015732e-05,2.118507144012079e-05
1273640000,0.7071153535429239,-0.7070982078122325,-2.5422072069509138e-05,2.5422688504392582e-05
1273648000,0.7071153254227653,-0.7070982356030112,-2.9659087019132553e-05,2.9659803848033688e-05
1273656000,0.7071365383563087,-0.707077022129712,-2.118442708786231e-05,2.118621022763834e-05
1273664000,0.707094258264214,-0.7071193034808869,-1.6948553672762045e-05,1.694795337773836e-05
1273672000,0.7071111388962438,-0.7071024225359877,-2.5422223600102587e-05,2.5422536976570188e-05
1273680000,0.7071280536477216,-0.7070855079838388,-8.473871822323301e-06,8.474381699132068e-06
1273688000,0.7071153535429239,-0.7070982078122325,-2.5422072069509138e-05,2.5422688504392582e-05
1273696000,0.707111111080589,-0.7071024506312643,-2.1185188940136155e-05,2.1185448412091144e-05
1273704000,0.7071112285049321,-0.7071023325961245,-2.9659258866648425e-05,2.9659632003675432e-05
1273712000,0.7071111388962438,-0.7071024225359877,-2.5422223600102587e-05,2.5422536976570188e-05
1273720000,0.7071195961194426,-0.7070939651073835,-2.5421919532920516e-05,2.542284103636739e-05
1273728000,0.7071070142525845,-0.7071065477142102,-1.6948247936806175e-05,1.6948259119007874e-05
1273736000,0.7071153816376918,-0.707098179996064,-2.1185060989492602e-05,2.1185576360394843e-05
1273744000,0.7071154716139854,-0.7070980904237987,-1.2711032152687682e-05,1.2711344602785207e-05
1273752000,0.7071112286699616,-0.7071023327611519,-2.5422220372457087e-05,2.5422540204175488e-05
1273760000,0.7070942863090349,-0.7071192756147778,-1.2711412984777799e-05,1.2710963768646297e-05
1273768000,0.7071195957639907,-0.7070939647519445,-3.3895892704881134e-05,3.389712137614342e-05
1273776000,0.7071238388101477,-0.7070897225167149,-2.1184807598632753e-05,2.118582974206e-05
1273784000,0.7071068964086198,-0.7071066653297323,-2.1185315214883598e-05,2.1185322138137618e-05
1273792000,0.70711111119484,-0.707102450745514,-1.6948149738816813e-05,1.69483573163635e-05
1273800000,0.70709431392225,-0.7071192473170476,-2.5422828495988243e-05,2.5421932073748044e-05
1273808000,0.7071280535842474,-0.7070855079203683,-1.2710805965390854e-05,1.271157078049762e-05
1273816000,0.707106840611944,-0.7071067213549229,-1.6948252098704923e-05,1.6948254957110865e-05
1273824000,0.707115381840806,-0.7070981801991733,-1.2711033766519888e-05,1.2711342988992459e-05
1273832000,0.7070985288088515,-0.7071150328332175,-2.1185565910015732e-05,2.118507144012079e-05
1273840000,0.7071324084116583,-0.707081152118576,-2.5421458871697946e-05,2.5423301672545624e-05
1273848000,0.7071111390358839,-0.707102422675626,-2.118518810256943e-05,2.1185449249647572e-05
1273856000,0.7070985009673072,-0.7071150609026091,-1.6948451984736697e-05,1.6948055068755333e-05
1273864000,0.7071111388962438,-0.7071024225359877,-2.5422223600102587e-05,2.5422536976570188e-05
1273872000,0.7071238383150511,-0.7070897220216422,-3.389568932154276e-05,3.3897324750889514e-05
1273880000,0.7071153537968164,-0.7070982080661191,-1.694804804836785e-05,1.6948459004956864e-05
1273888000,0.7071027716894313,-0.7071107904324296,-1.2711260452297358e-05,1.2711116304686923e-05
1273896000,0.7070942861059267,-0.7071192754116623,-2.1185693020063026e-05,2.1184944326343998e-05
1273904000,0.7071322960845666,-0.7070812651393193,-1.2710729695737379e-05,1.2711647045104603e-05
