TIME,QUATERNION_0,QUATERNION_1,QUATERNION_2,QUATERNION_3
1428280000,0.7070899256451602,-0.7071236356917513,2.11807005457729e-05,-2.1179690817959838e-05
1428288000,0.7071068965224563,-0.7071066654435688,1.6965507696776497e-05,-1.696551324101873e-05
1428296000,0.7071026539613168,-0.7071109081638022,1.2582310287867412e-05,-1.2582163412835996e-05
1428304000,0.7071026539613168,-0.7071109081638022,1.2582310287867412e-05,-1.2582163412835996e-05
1428312000,0.7071068961060427,-0.7071066650271555,2.9609557749786366e-05,-2.96095674260403e-05
1428320000,0.7070899255063589,-0.7071236355529433,2.5395486226585135e-05,-2.5394275571219236e-05
1428328000,0.7070984111915595,-0.7071151506754153,1.696571128171387e-05,-1.696530965370486e-05
1428336000,0.7070984113455745,-0.7071151508294339,8.367650673306442e-06,-8.36745258654048e-06
1428344000,0.7070984112831399,-0.7071151507669979,1.2582385780621408e-05,-1.2582087918747788e-05
1428352000,0.7071068965224563,-0.7071066654435688,1.6965507696776497e-05,-1.696551324101873e-05
1428360000,0.7070984113828878,-0.707115150866748,4.152915565694195e-06,-4.152817254035901e-06
1428368000,0.7071111393037388,-0.7071024229434776,8.367500057804331e-06,-8.367603202897063e-06
1428376000,0.7070984111915595,-0.7071151506754153,1.696571128171387e-05,-1.696530965370486e-05
1428384000,0.7070984112831399,-0.7071151507669979,1.2582385780621408e-05,-1.2582087918747788e-05
1428392000,0.7071026539613168,-0.7071109081638022,1.2582310287867412e-05,-1.2582163412835996e-05
1428400000,0.7070984109390749,-0.7071151504229247,2.5395181493449816e-05,-2.539458031522556e-05
1428408000,0.7070984110778777,-0.7071151505617309,2.1180446387958085e-05,-2.1179944984841444e-05
1428416000,0.7070899257588406,-0.707123635805437,1.6965914864208178e-05,-1.6965106063947983e-05
1428424000,0.7070941682354446,-0.7071193930006622,2.5395333860474592e-05,-2.5394427943679497e-05
1428432000,0.7070899259501666,-0.7071236359967722,4.152965399202233e-06,-4.1527674187501125e-06
1428440000,0.7070899257588406,-0.707123635805437,1.6965914864208178e-05,-1.6965106063947983e-05
1428448000,0.7070984112831399,-0.7071151507669979,1.2582385780621408e-05,-1.2582087918747788e-05
1428456000,0.7070941682354446,-0.7071193930006622,2.5395333860474592e-05,-2.5394427943679497e-05
