TIME,QUATERNION_0,QUATERNION_1,QUATERNION_2,QUATERNION_3
1428280000,0.7070901297470635,-0.7071234291662281,4.657497731602645e-05,-4.657517579604891e-05
1428288000,0.7071156425591325,-0.7070979184681896,2.9547692376035167e-05,-2.954780224563665e-05
1428296000,0.7071029148516145,-0.7071106466047934,2.5164473696772093e-05,-2.516447369677209e-05
1428304000,0.7070944291146831,-0.7071191314306075,3.376228234224894e-05,-3.376258270635409e-05
1428312000,0.7070816995224424,-0.7071318576824813,5.5004592900928525e-05,-5.500429393522192e-05
1428320000,0.7070859146598737,-0.7071276434494768,5.078976175736907e-05,-5.078976175736907e-05
1428328000,0.7070816161226746,-0.7071319437267125,3.393102090654367e-05,-3.393102090654367e-05
1428336000,0.7071071010288407,-0.707106459322512,3.780853890818603e-05,-3.7808519783845456e-05
1428344000,0.7070985261298527,-0.7071150345348248,3.376233216141472e-05,-3.3762532892888724e-05
1428352000,0.7070942880164784,-0.7071192715982672,4.236024243638913e-05,-4.236054026391879e-05
1428360000,0.7070944294669224,-0.7071191317828415,2.533276467260456e-05,-2.5333359511288655e-05
1428368000,0.7071197116599958,-0.7070938495690345,2.5333219324683072e-05,-2.5332904858467323e-05
1428376000,0.707085943626115,-0.7071276165047851,3.393102091329798e-05,-3.3931020913297973e-05
1428384000,0.7070901586197171,-0.7071234021279487,2.9547644268650677e-05,-2.95478503413352e-05
1428392000,0.7070986713740669,-0.7071148884086152,4.202302123492667e-05,-4.202340787919406e-05
1428400000,0.7070986156913721,-0.7071149445477888,3.7977265679945314e-05,-3.797696980408785e-05
1428408000,0.7070944004308765,-0.7071191586577356,4.657500277653927e-05,-4.6575150347083924e-05
1428416000,0.7070731593008668,-0.7071403998455066,3.393102088967637e-05,-3.3931020889676366e-05
1428424000,0.70709437247492,-0.7071191866127121,4.6575150513679245e-05,-4.657500260987942e-05
1428432000,0.7070816449508806,-0.7071319149327544,3.359294521224631e-05,-3.3594743007052135e-05
1428440000,0.7070817008476836,-0.7071318590077232,3.393102090668811e-05,-3.393102090668811e-05
1428448000,0.7070774584101233,-0.7071361018515311,2.516447367551269e-05,-2.5164473675512688e-05
1428456000,0.7070901297470635,-0.7071234291662281,4.657517579604891e-05,-4.657497731602645e-05
1428464000,0.7071113440483193,-0.7071022170606176,2.9547664622876794e-05,-2.954783000220547e-05
1428472000,0.7071028871457355,-0.7071106748098476,1.67351032595938e-05,-1.6735103259593792e-05
1428480000,0.7070774008237141,-0.7071361577911113,4.236004110135533e-05,-4.236074153905072e-05
1428488000,0.7070986160938505,-0.7071149449502696,2.9547696700835326e-05,-2.954779792153845e-05
1428496000,0.7070773177713456,-0.7071362424786175,2.5164473675304653e-05,-2.5164473675304653e-05
1428504000,0.7071112267386447,-0.7071023352104289,1.673510325951677e-05,-1.6735103259516763e-05
1428512000,0.7070901308331701,-0.7071234302523352,2.5164473690172266e-05,-2.516447369017226e-05
1428520000,0.707090045750916,-0.7071235146140765,3.37622290401865e-05,-3.376263599980779e-05
1428528000,0.707102740843641,-0.7071108198781733,3.393102092747569e-05,-3.3931020927475685e-05
1428536000,0.7070773176017688,-0.7071362423090395,2.954756465376612e-05,-2.9547929921250152e-05
1428544000,0.7071071291890603,-0.7071064315717982,3.376242828816168e-05,-3.376243677073413e-05
1428552000,0.707090041050755,-0.7071235200184715,2.5333265629955663e-05,-2.533285854746954e-05
1428560000,0.7071112530679173,-0.7071023056287682,5.07897617784625e-05,-5.07897617784625e-05
1428568000,0.7070901863790913,-0.7071233739763901,3.393102091868632e-05,-3.393102091868632e-05
1428576000,0.7070986446669923,-0.7071149176124787,0.0,0.0
1428584000,0.7071028860850183,-0.7071106737491253,4.2191939604767326e-05,-4.219165923947521e-05
1428592000,0.707090045742845,-0.707123514606008,3.3931020918527284e-05,-3.393102091852728e-05
1428600000,0.7070773728635477,-0.7071361857489532,4.236039132013341e-05,-4.2360391320133396e-05
1428608000,0.7070944289008836,-0.7071191312168058,3.7976893938057296e-05,-3.7977341539451925e-05
1428616000,0.7070815594899733,-0.7071319989158692,4.6575523967314625e-05,-4.6574622040268705e-05
1428624000,0.707081560406499,-0.7071319998324017,2.9547590960262784e-05,-2.9547903628463417e-05
1428632000,0.7070815602178268,-0.7071319996437159,3.376303980572731e-05,-3.376182521022862e-05
1428640000,0.7070730749351435,-0.707140484923776,2.5332652236209504e-05,-2.5333471897854814e-05
1428648000,0.7070858036050934,-0.7071277577496248,1.673485318627337e-05,-1.673535331869356e-05
1428656000,0.7070985259069771,-0.7071150343119501,3.814575533936041e-05,-3.814565694159036e-05
1428664000,0.707102858770796,-0.7071107023458413,2.954777162341186e-05,-2.9547723001992165e-05
1428672000,0.7071027688073367,-0.7071107919309354,3.376238375092472e-05,-3.376248130689265e-05
1428680000,0.7070603462918625,-0.7071532121245746,2.5332497447111193e-05,-2.5333626635274238e-05
1428688000,0.7070986442192165,-0.7071149171647028,2.516447369548223e-05,-2.516447369548223e-05
1428696000,0.7071029148455951,-0.7071106465987733,2.5333015088886093e-05,-2.53331091019791e-05
1428704000,0.707102768079486,-0.7071107912030852,4.657505265742567e-05,-4.657510047897307e-05
1428712000,0.7070901306635955,-0.7071234300827549,2.954804899462289e-05,-2.9547445615308034e-05
1428720000,0.7070900452881139,-0.7071235141512745,4.2360590834888895e-05,-4.236019185491395e-05
1428728000,0.7070773171902147,-0.7071362418974853,3.814553050063505e-05,-3.814588171929036e-05
1428736000,0.7070859143576795,-0.7071276431472762,5.483549045607555e-05,-5.4836226676067254e-05
