,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,0.25363350900639065,-9.398464664084424,-0.20657314788553194,-0.00041365685583082655,0.0008535291665796791,1.6808594099320292e-06
1,0.268437339440657,-9.396865076784394,-0.10949630269043267,-0.0020934205508712856,1.8929017832890534e-05,-1.7056069497958618e-05
2,0.24148492622990614,-9.349644690403077,-0.17668193979276905,-0.0029273204789069416,-0.0008262456076572316,-0.0017348464354082526
3,0.23520163978288894,-9.361484549100883,-0.2022114002595879,-0.0018760346189835354,-0.0010466922945091758,-0.0015070197330777375
4,0.22258236248253555,-9.388244872382487,-0.19823171956505087,-0.0014677979482005208,-0.00019075178747528048,-0.00021562088051295674
5,0.21313312534380044,-9.395521166703375,-0.16620599890081264,-0.0020868287419327065,0.0008690870013298785,0.0006237318623920399
6,0.2504317534638251,-9.358619516247785,-0.09887546477295492,-0.002079813137367971,1.9933512091581478e-05,-0.0010745763411845867
7,0.24273106397503916,-9.347910962263128,-0.22747037023249012,-0.0012480205163482626,1.245705933088859e-05,-0.0002157060068312932
8,0.2561340768754211,-9.410087411120616,-0.28699001389702294,-0.001047252799086115,-0.0006339635042528698,-0.0006548802079194923
9,0.23074958979465812,-9.418344511547069,-0.28340980954388595,-0.0010542288813383798,-0.0010535643463749447,-0.00021294442435894345
10,0.2062841386967979,-9.364687208865984,-0.23942348655779988,-0.0010602057140932644,-0.0008329102116765541,0.001056608710024836
11,0.31127174891149245,-9.350540272265976,-0.19440333370227125,-0.0010518571540964817,1.1926559459905487e-05,0.0010539740927156805
12,0.24389071588461542,-9.404651714726544,-0.26221487136620913,-0.0010463834827516274,1.0884397357691863e-05,0.00020002330894695945
13,0.2130194445053088,-9.407751771273759,-0.24749833474760397,-0.0016738420619785712,0.0006630984985231883,-6.707552839885709e-06
14,0.18813077698673167,-9.374533199009091,-0.2216137480206663,-0.0016585557133352588,0.0006472363251173795,-6.693767199927417e-06
15,0.17969680875506963,-9.352062626114222,-0.2169432573457084,-0.0010464844273515347,1.0903616749909355e-05,0.00021577173715483911
16,0.23320708732905956,-9.414192841493472,-0.23160784329219933,-0.0010519310275263222,2.9737073509667473e-06,0.0010517289285960762
17,0.2495710524927315,-9.36888714225871,-0.27979721954253295,-0.0010548289021814609,-0.000849668401148107,0.0001936061137977728
18,0.23992499869669912,-9.333981076483827,-0.2540714991511971,-0.0010427769711058668,0.00024307955535552225,-5.001733706145543e-06
19,0.23689666575154084,-9.349685869084553,-0.2318738798390264,-0.0006036917139462161,0.0010696948101170808,-0.0004354636169833912
20,0.24885059150800817,-9.39508874810695,-0.23193911295904057,0.00023462923890559437,0.0008369189378512971,-0.0010614808301497222
21,0.26212407217275474,-9.396319091730163,-0.22234072554477316,0.001041062585518489,-6.780196111539476e-07,-0.0010607573712740803
22,0.1875236427501506,-9.344265224205834,-0.16796457967292844,0.00021295326719568072,0.0008594325504524152,-0.0010615002758660825
23,0.19636364041155913,-9.375836800455293,-0.21954066020994717,-0.0012609967944054567,0.0010756548635113652,-0.0010691867129738505
24,0.2295313478889419,-9.423259348800928,-0.2470632096917178,-0.0020738076991697,0.0010839246614445,-0.0010739625703064
25,0.24241888254680816,-9.426258875377687,-0.22966341475220567,-0.0018541332018731911,0.0008559751981515931,-0.001073764461941983
26,0.20290761093757934,-9.333835167549866,-0.23602715625613943,-0.0010383949428636595,9.363415735148631e-06,-0.0010462736403565708
27,0.16055381874925673,-9.338251028961835,-0.21398221609832516,-0.001049342285553288,1.1447739939575871e-05,0.00066162792718085
28,0.21704369347645514,-9.373940314221327,-0.2183218344690098,-0.0004044818216912617,0.0006580025041510681,0.0010677110807452768
29,0.23848913436360014,-9.380696304026259,-0.217366442963621,-0.0004302999989586171,0.0006288757225034625,0.0006259493974475113
30,0.1891060054292327,-9.352685981626058,-0.2094247823266258,-0.0008212207491995947,8.355362378321837e-06,-4.825271306912062e-06
31,0.11626814724566954,-9.32923673713157,-0.21763685734937094,0.0,0.0,0.0
32,0.24188564453149033,-9.377355085147597,-0.2880573094289412,0.0,0.0,0.0
33,0.17100110584325617,-9.367208342283902,-0.2993621568127509,-0.0006367230554537582,0.0006613284237739798,-5.712101908528758e-07
34,0.12631807540722848,-9.355676044715718,-0.2536363836512364,-0.000604373570729129,0.0006277288335603139,-5.421891664290325e-07
