# sampling frequency: 40
# units are seconds/meters/radians/a.u.
seg1_acc_x,seg1_acc_y,seg1_acc_z,seg1_gyr_x,seg1_gyr_y,seg1_gyr_z,seg1_mag_x,seg1_mag_y,seg1_mag_z,seg2_acc_x,seg2_acc_y,seg2_acc_z,seg2_gyr_x,seg2_gyr_y,seg2_gyr_z,seg2_mag_x,seg2_mag_y,seg2_mag_z,seg3_acc_x,seg3_acc_y,seg3_acc_z,seg3_gyr_x,seg3_gyr_y,seg3_gyr_z,seg3_mag_x,seg3_mag_y,seg3_mag_z,seg4_acc_x,seg4_acc_y,seg4_acc_z,seg4_gyr_x,seg4_gyr_y,seg4_gyr_z,seg4_mag_x,seg4_mag_y,seg4_mag_z,seg5_acc_x,seg5_acc_y,seg5_acc_z,seg5_gyr_x,seg5_gyr_y,seg5_gyr_z,seg5_mag_x,seg5_mag_y,seg5_mag_z
0.4638296475598759,0.09796803016795382,9.751060613004796,-0.0045117111154888,0.0010036459867597087,0.010819683477054028,-0.3966977148944883,0.11467317844571341,-0.5600201978149081,-0.09578947894360536,2.2436058522874447,9.547345432795561,-0.00876470133564537,-0.004285231021291782,-0.011798603120331442,-0.9668717426436657,0.2956428903181039,-0.07880835825950544,-0.26927754972068985,1.9021313887743567,9.537331897123522,-0.005172127040411085,0.0012284659184936461,0.0027059488843930554,0.31021783127244124,0.5498780693659234,1.0419097039340923,0.09474481392979026,1.9244023319529822,9.715073246799395,-0.004804369721334231,0.0037303737784645315,0.005205604388893868,0.42930360481911417,0.07423174721280876,-0.5552581844764176,-0.5812153661285179,1.9349597968935544,9.601553587249292,-0.005862983255654159,0.0035801906748235347,-0.007461491477970444,0.31876703437825415,-0.09106772354062284,-0.673262607944197
0.45841680869865264,0.11200987181390142,9.757476386430701,-0.0009038220625446024,0.0021171581690906803,0.009909503164453312,-0.4066377951029341,0.11430395723561715,-0.5667247626141833,-0.10022479009185958,2.2190230722329063,9.570781734483504,-0.00964535716003006,-0.005044224844281853,-0.010268353566944728,-0.9763585736432595,0.29528120513616957,-0.08302842927956133,-0.27793920672735817,1.9265902310769951,9.525902959285144,-0.004761306833710704,0.004380858523221055,0.002901998937763621,0.3151000634936806,0.5469382230999724,1.0409587935963283,0.10291136657794696,1.8951394987629995,9.699034609808049,-0.002101791138300168,0.0025057470719382457,0.006964033071606984,0.4322134318841526,0.07689207135400938,-0.5515623134132832,-0.5884341358602427,1.956882939900733,9.635357773177178,-0.007178764973285497,0.004689103961029794,-0.004687850946967488,0.32044063703139514,-0.09133832457656615,-0.6712826445004068
0.46154724383326506,0.10449042274373159,9.745941085847315,-0.004945061893647158,0.0013038142100742058,0.01178796243519665,-0.3961593308185753,0.11643296313074601,-0.5641426516289766,-0.09341120535724766,2.2347417378038608,9.557069077748475,-0.009883947784551865,-0.002954441866015607,-0.011569896734741692,-0.9685509728996441,0.2967973404329831,-0.0839605501891275,-0.27342403615826977,1.9204280912126166,9.544239678757934,-0.005569628075245615,0.004051880040514183,0.003952343132967909,0.3096878096151069,0.5449843559140138,1.046041892058241,0.09634881422380974,1.8963443020720399,9.727795775528266,-0.004219989262604969,0.00465818470665805,0.0068771427106143306,0.4273325105918462,0.07325386866966536,-0.5533243967160647,-0.5718168749968122,1.89808949250349,9.610655012227353,-0.00657256889475786,0.0028362988664606664,-0.004776646194117311,0.315537565315436,-0.09109341851317408,-0.6701461878279922
0.4613568804473416,0.10359175065593303,9.74595964008973,-0.0014375682091689204,0.0004793528079930821,0.009159880159120861,-0.39718333878863243,0.12002684091727153,-0.5584922980884646,-0.08522132728601961,2.2375404138266157,9.547624908769782,-0.00884289309509235,-0.0031783132449166667,-0.01146862117370503,-0.9695588804984865,0.2987652325983371,-0.0817914220929253,-0.2731471345480062,1.924440619172299,9.513974375886974,-0.0032930448075803587,0.0024841830610613973,0.004573969874671636,0.3179978658736693,0.5532587568034573,1.0478338568738292,0.11326353154106775,1.9135243315500927,9.693763939929662,-0.0038072505568698648,0.003416568565210916,0.005318872477924878,0.43464228788472764,0.07687650503908941,-0.5498347540891758,-0.5770568517058282,1.9523744913851224,9.602093463681086,-0.007904302982479336,0.005028068210354442,-0.006935392233550411,0.3242846350714667,-0.08553977226678336,-0.6667557887286112
0.4705710128334441,0.11326809262290406,9.759434395431091,-0.0031961423083663827,0.0034318205011763608,0.011102680369729466,-0.4023015340209436,0.11324658638268147,-0.5615638043980982,-0.10272092654614731,2.2382038138765608,9.563814719426757,-0.009643341854354075,-0.00463423980573959,-0.009505515309701078,-0.972450616086732,0.29289381981839624,-0.08077570202557349,-0.27370159728736076,1.9233104208230023,9.514187175703503,-0.006427470110257486,0.0036714514855702503,0.002799122357248896,0.3184945089331076,0.5586263241278447,1.0485859477524344,0.09688573172637646,1.9064428818891885,9.707727733788422,-0.005374211854351928,0.002794440816542651,0.0060822402507122045,0.4375646526629266,0.08612245561141499,-0.5448892873652704,-0.5869094038770111,1.9113827621852624,9.616976999111872,-0.007176773553966812,0.004686098258882904,-0.004687849023078408,0.3255073010439069,-0.08018082257611366,-0.6659418371743355
0.474117580204126,0.11499365216780089,9.72599981943345,-0.005586021787163425,0.0002692855286161736,0.009948687898281534,-0.39152508514123613,0.11276430558438917,-0.5648724274915693,-0.09251419337102121,2.227839984482201,9.558689443319427,-0.010278712606052828,-0.0040794358016596755,-0.011361259776200349,-0.9626508545862514,0.29364689038940844,-0.08608107592839817,-0.27522529307092625,1.9168067412252756,9.544915433006013,-0.005953888213821149,0.0030217422084011037,0.0026215947748057526,0.31242405564210307,0.5474377376998552,1.039721221722537,0.11100997803062931,1.9173193565535247,9.730238520363148,-0.0029642595611777426,0.005010289037445423,0.004975186229199926,0.43153319587156,0.07789793042249447,-0.5579104104117166,-0.5723608123172281,1.9209036172934137,9.617761008446125,-0.00780051519730027,0.0035981352660447515,-0.007786543730303747,0.3190423503077831,-0.08593098436558458,-0.674178198347475
0.45323880752359086,0.11391267998109383,9.769173428403352,-0.003069193144690757,0.0017379789759045328,0.010180431597918482,-0.40205714300810325,0.10327786098168594,-0.5648620887873509,-0.08576790028711406,2.234771377914174,9.540649795575714,-0.00987897236242006,-0.0029444758370107665,-0.011576962386904447,-0.9703902296473793,0.2840668742775625,-0.08579608827960683,-0.2723050150061744,1.9180798676558222,9.52376321441986,-0.005098033868585336,0.0034041788453975353,0.0037738072371684187,0.31773113862764846,0.5461780312826642,1.0483004709278592,0.09452290244548757,1.9132669969734173,9.704006016965963,-0.004825950394187797,0.00410599623427745,0.007151137232422411,0.4373375799019282,0.07662984064423631,-0.551280279467136,-0.5761017990928143,1.9403881498809243,9.582714687201364,-0.00796353019194358,0.005615721013740184,-0.0047234653992423775,0.32678345016671134,-0.08819234039597205,-0.6704038031803083
0.4531321911279117,0.12304207317997434,9.747303065677407,0.00011033469779606392,0.0031486421018840144,0.010238545656913664,-0.39937075999709054,0.11226658676608572,-0.5620327664142359,-0.09233144920333002,2.240568743408473,9.568521007120065,-0.009238634248024078,-0.0038973143388362982,-0.010494127270789962,-0.9709782405261933,0.2928952210240067,-0.08174154996668592,-0.26436728424466965,1.9029294835630377,9.528151770127488,-0.004625459037165006,0.0027544692724421585,0.0035972725393943316,0.312680070133966,0.5476853417545665,1.0382587119577673,0.09280970637314565,1.918147215301351,9.740257406253678,-0.0038092395281569455,0.003417579572394583,0.005317861608153968,0.43154893684552287,0.07815036859022095,-0.5598632747677879,-0.5715891429128722,1.9118730401029,9.625587546629548,-0.005046195769243508,0.004237697410711064,-0.007615851752346658,0.3195699717191498,-0.08712637535465473,-0.6766236271502656
0.47101482467476374,0.11091077985534747,9.7428189683657,-0.007089665988510016,-0.0001629082256203202,0.01004503972522705,-0.39698388132985674,0.11535432631452684,-0.5558640612252278,-0.0839204529306357,2.2343697295278306,9.554784229127815,-0.01187788261793268,-0.002781662751169605,-0.010582832269925109,-0.9686027801229166,0.2939685801008437,-0.07416588041445253,-0.2735634676480439,1.9338335962750213,9.539764384144002,-0.006429450706530365,0.003673462463881344,0.002797114073246029,0.30974921281538226,0.5540328432902151,1.0406973775012651,0.09565420659599112,1.9119681661996801,9.728180981920234,-0.002536012124518101,0.003758534580414189,0.005968089000017336,0.42835182052778376,0.08350971563235825,-0.5544923446311373,-0.5794445046308556,1.9544643236618418,9.59649621895133,-0.007437042470517886,0.0014138423653005854,-0.005790831551495387,0.3171064690195972,-0.079822623705438,-0.6741448564275361
0.47081377849127803,0.10955102704367688,9.742843559487262,-0.003122305107141662,0.002038115691697659,0.009635592106620789,-0.39578599494529754,0.11191994905489332,-0.5549176078200357,-0.09331875208250143,2.2310853879969947,9.556707569129186,-0.008747783520700991,-0.004661338606932303,-0.012587649298676642,-0.9688260234398617,0.2922477138273577,-0.0751258672321838,-0.2776992934517911,1.9117253229720172,9.545863194395253,-0.005100021558361393,0.0034061869274500337,0.0037727989238120706,0.31094529924915143,0.5510936176383545,1.0431394208691025,0.10019821858356615,1.9178565535452727,9.69564889083274,-0.005136185342791796,0.0038349694804149857,0.006012551805080463,0.42883683487839463,0.07643879047305369,-0.5572052912710873,-0.5799904412201521,1.9018278289467734,9.598348457151724,-0.007859745160719616,0.004184788134811396,-0.005574627994340641,0.31854541717556406,-0.08764112917850524,-0.6739618117006055
