# sampling frequency: 30
# units are seconds/meters/radians/a.u.
seg1_marker1_x,seg1_marker1_y,seg1_marker1_z,seg1_marker2_x,seg1_marker2_y,seg1_marker2_z,seg1_marker3_x,seg1_marker3_y,seg1_marker3_z,seg1_marker4_x,seg1_marker4_y,seg1_marker4_z,seg1_quat_w,seg1_quat_x,seg1_quat_y,seg1_quat_z,seg2_marker1_x,seg2_marker1_y,seg2_marker1_z,seg2_marker2_x,seg2_marker2_y,seg2_marker2_z,seg2_marker3_x,seg2_marker3_y,seg2_marker3_z,seg2_marker4_x,seg2_marker4_y,seg2_marker4_z,seg2_quat_w,seg2_quat_x,seg2_quat_y,seg2_quat_z,seg3_marker1_x,seg3_marker1_y,seg3_marker1_z,seg3_marker2_x,seg3_marker2_y,seg3_marker2_z,seg3_marker3_x,seg3_marker3_y,seg3_marker3_z,seg3_marker4_x,seg3_marker4_y,seg3_marker4_z,seg3_quat_w,seg3_quat_x,seg3_quat_y,seg3_quat_z,seg4_marker1_x,seg4_marker1_y,seg4_marker1_z,seg4_marker2_x,seg4_marker2_y,seg4_marker2_z,seg4_marker3_x,seg4_marker3_y,seg4_marker3_z,seg4_marker4_x,seg4_marker4_y,seg4_marker4_z,seg4_quat_w,seg4_quat_x,seg4_quat_y,seg4_quat_z,seg5_marker1_x,seg5_marker1_y,seg5_marker1_z,seg5_marker2_x,seg5_marker2_y,seg5_marker2_z,seg5_marker3_x,seg5_marker3_y,seg5_marker3_z,seg5_marker4_x,seg5_marker4_y,seg5_marker4_z,seg5_quat_w,seg5_quat_x,seg5_quat_y,seg5_quat_z
-0.4981209381449047,1.4454706272707212,-0.06576233837287275,-0.46932411350641456,1.4992218029110196,-0.06457876618776429,-0.28855938276113524,1.4983718295483617,-0.05690130726874244,-0.3293825424772991,1.4225863346984666,-0.057650076322981414,0.968976036071768,-0.0010610987514114156,-0.02213258824326947,-0.24615942826903403,-0.22536767228667842,1.327017446282286,-0.06300773545777563,-0.21152557730460442,1.3575900940043084,-0.0562322452783484,-0.11111211150425532,1.1974866502794836,-0.08224471674690229,-0.06745719117457077,1.2873974951916782,-0.058634204089490216,0.9679167181129291,0.11439232214582284,-0.018887543487746905,-0.22292349389999477,0.052291654415536015,1.2288305139025684,-0.061370336001592335,0.16823538221421624,1.1045157329092095,-0.07890020254790939,0.19490632169691474,1.1578242849876754,-0.06684465661275232,0.12894289982227142,1.3040971504714407,-0.04361287078267085,0.9683500684203856,0.10083210880344182,-0.006284589869595514,-0.22823570000036503,0.4102164041849005,1.1617771895135929,-0.04829929560935461,0.2931640769815179,1.1085218294412054,-0.06930762801380864,0.4352805910211796,1.03444432610062,-0.06803826934205202,0.4197234588257492,1.0044764435599567,-0.07527845130617598,0.9665853325215419,0.095295075136627,-0.0274026400206977,-0.23639107201588883,0.4692921974632037,0.9100135754811307,-0.08779118253680837,0.6449470772619729,0.8652239441534292,-0.07975870519298517,0.6038886686200361,0.8215424801616813,-0.09179055297535889,0.5262293697817537,0.9726557682181401,-0.07100040497535397,0.9281270869352746,0.10085452244532783,-0.009942983922024473,-0.35820331219866275
-0.49812187273761427,1.4454786313310073,-0.06576114187573248,-0.4693243420442944,1.499229383170078,-0.06457284600338865,-0.28855903635419755,1.4983762109018484,-0.0569060097346763,-0.329383268971627,1.4225911589315976,-0.0576614235169379,0.9689751534771518,-0.0010107314879196916,-0.022089715540847377,-0.2461669653570806,-0.22536744012844862,1.327012532343363,-0.06300204153629566,-0.21152556551084806,1.357584763716132,-0.05622442565726641,-0.11111096692780775,1.1974843070779198,-0.08225038752570121,-0.0674564938427959,1.2873939346316459,-0.05863366206951869,0.9679136692463619,0.11442737412627485,-0.01887180299743857,-0.22292007533695957,0.05229291017724369,1.228821933023676,-0.061373889579081256,0.16821707296559324,1.1044851565395026,-0.07887762461247647,0.19489514711682077,1.1577878800686787,-0.06681241331523866,0.12895417292692835,1.3040727506493288,-0.04359212292817207,0.9683245219132606,0.10088435318259936,-0.006421742589241053,-0.22831716704291333,0.41023512001048634,1.1617645423310214,-0.04827758666328077,0.2931766844983936,1.108531280696635,-0.06930758714775133,0.43528121449463053,1.0344308562365574,-0.06803359319235434,0.4197201407312309,1.0044666574946284,-0.07528022642959542,0.9665574148028094,0.09538194334899053,-0.02744693716099683,-0.2364650384584585,0.4692858060727237,0.9100120990976792,-0.08779434380453403,0.6449398342561234,0.865220087799044,-0.07975615804730453,0.60388155235075,0.8215398665785343,-0.0917931659990062,0.5262227461114352,0.9726524440158424,-0.07099627072928083,0.9281214388139687,0.10089637000099702,-0.009954285313419131,-0.35820584799582705
-0.49812175758859434,1.4454769313756954,-0.06574927134821086,-0.469325279331892,1.4992283746343187,-0.06456900381044957,-0.2885597310135355,1.498380402816565,-0.05691111451884519,-0.3293821835523244,1.422594347339061,-0.057655201960558046,0.9689785391955712,-0.0010759749992287904,-0.022080563515319396,-0.2461541825179167,-0.22536174164039224,1.3270020220830616,-0.06300292905996493,-0.2115208884946389,1.3575748578013367,-0.05622648379050964,-0.11110074811631121,1.1974782497644485,-0.0822547147245764,-0.06744896580531284,1.287390054608993,-0.05864155146391049,0.9679197489657605,0.11441462884938242,-0.01884781760709986,-0.22290224772031064,0.05230078228867929,1.228827046014808,-0.06138375536973546,0.16825139291293045,1.1045172136872663,-0.07890348296907614,0.19491872500175117,1.157826041594889,-0.06684087837953684,0.1289467901909524,1.3040952084362323,-0.04361049974391623,0.9683506254514709,0.10087710360396199,-0.006348539907476469,-0.22821168286760385,0.410234848824651,1.161768743210179,-0.048289472271575935,0.29317908541667814,1.1085161882996581,-0.06928566261813537,0.4352938271592766,1.0344350812396212,-0.06802958631007038,0.4197351977642849,1.004467514904035,-0.07526791385546505,0.96658417255507,0.09527798098481924,-0.027357286809601533,-0.2364079579115403,0.4692905559672777,0.9100099847832521,-0.08779614084689003,0.6449470728232812,0.8652294304094552,-0.07974885237490519,0.6038922606197422,0.8215464890658427,-0.0917870288314149,0.5262226583164464,0.9726543719019316,-0.07099647439632853,0.9281336597632437,0.10089691662415448,-0.00997617491811964,-0.35817341856177615
-0.49812032570266834,1.445483259341413,-0.06576560522924299,-0.46932094897121646,1.4992331278984843,-0.06457889488082598,-0.2885558173064574,1.4983742453777729,-0.05691128280557992,-0.329382549680845,1.4225905233999308,-0.057664482719656185,0.9689710114425553,-0.001025823784578328,-0.022095591865382902,-0.2461826791016642,-0.22538197611730487,1.326981957028719,-0.06303662550991604,-0.21154647211501248,1.3575558859837042,-0.05625326951606108,-0.1111003478899888,1.19747335595767,-0.08226791093824189,-0.06746579508027112,1.287387921764939,-0.05863356593733917,0.9679244105826763,0.11449419802863461,-0.018969951880768776,-0.2228307764686015,0.05230156358173543,1.2288324967490902,-0.06138179685858049,0.16824412638503528,1.1045151130376534,-0.0789020490131658,0.19491516809918152,1.1578229682881211,-0.0668435977646915,0.12895281864281394,1.3040971742661056,-0.0436166399212804,0.9683467387374258,0.10084660789263408,-0.00632935478621921,-0.22824218392122692,0.4102388284990366,1.1617689943185956,-0.04827862061942763,0.2931814709345386,1.1085168577684879,-0.06926660630453532,0.43529665162551784,1.0344363432376942,-0.06802659380070267,0.4197375725099609,1.0044691238524668,-0.07526484022358737,0.966583838519322,0.0952886970420587,-0.027308336583906523,-0.23641066406213673,0.4692874341857213,0.9100112326882762,-0.08779062990377969,0.6449449792785524,0.8652281076451049,-0.07978007417208187,0.6038877720322439,0.8215473687169639,-0.091818584085069,0.5262227954120076,0.9726523414415336,-0.07099017052756575,0.9281248648730059,0.10094344659384014,-0.009869460354201498,-0.3581860543719394
-0.4981173406458337,1.4454828862739464,-0.06575608815020807,-0.46931739763497177,1.4992324458288262,-0.06457421219464603,-0.2885521646876834,1.4983724197615913,-0.05690839887152219,-0.329379645004947,1.422589111299698,-0.05765478132888684,0.9689698765391423,-0.001068093058814612,-0.022100954974836773,-0.24618648485677908,-0.22537640347985322,1.3269957477699836,-0.06304176158080795,-0.21153794802604192,1.3575708769552786,-0.05627048265274461,-0.11110633080466015,1.1974740179656027,-0.0822522239194195,-0.06746201740949076,1.2873932449603434,-0.058653960872302624,0.967937201842624,0.11432121297512587,-0.018923535688766036,-0.22286797291222277,0.05229057518013186,1.2288322589021345,-0.06138261531323658,0.16824104586356814,1.1045237430744717,-0.07891318686165667,0.1949088585921696,1.157832994619279,-0.06685339931363955,0.12893732975537947,1.3041014834641298,-0.0436171648435899,0.9683526009976726,0.10086402453206317,-0.006301049370903866,-0.22821039738159,0.4102472920120621,1.1617723653328924,-0.04828627835531213,0.2931897166619345,1.1085186221118906,-0.06926935321645057,0.4353050193448929,1.0344383531719632,-0.06802567334011388,0.41974585311233387,1.0044705210461893,-0.0752616777682058,0.9665874316426712,0.09525390500940845,-0.027311460174182345,-0.236409633293648,0.46929668903526317,0.9100057797108952,-0.08779327429154264,0.6449544211106799,0.8652280715077217,-0.0797558821942759,0.6039001601527119,0.8215455761421173,-0.09179806133462734,0.5262278687570641,0.9726493038193201,-0.0709878275068178,0.9281317572463139,0.10094647999316803,-0.009941832447940335,-0.35816533798713035
-0.49811752881494964,1.4454752911882278,-0.065755522706746,-0.4693157792186069,1.49922401914539,-0.06457170576377182,-0.2885501364272681,1.4983574862617521,-0.05691782711103134,-0.3293801595920541,1.4225754843240035,-0.05766693083338448,0.9689665724289176,-0.0010419930051929205,-0.02206034520381356,-0.2462032431456198,-0.2253735540681388,1.3270028927878115,-0.06301352063326512,-0.21153313408899066,1.35757788125156,-0.056245238643580754,-0.11110925046675679,1.1974797332870823,-0.08224928610260614,-0.0674586659196933,1.2873983543426881,-0.05866046257140304,0.9679377556883821,0.1142974221533381,-0.01881788331160139,-0.2228867148793538,0.052291449415645785,1.228828272471596,-0.06139011957814562,0.168243863888895,1.1045204104032986,-0.07891150395758639,0.1949103010571358,1.1578290100430473,-0.06684613498820115,0.12893621283255946,1.3040966603316204,-0.04361192399993516,0.9683497973185529,0.10089887950372614,-0.006356641547654696,-0.2282053444953584,0.41025784508480323,1.1617694760012385,-0.048280981299118945,0.29319732995709297,1.1085255390140942,-0.06927223885567525,0.43530638690290013,1.0344334530422599,-0.06801918896581984,0.4197452328622311,1.0044669490034057,-0.07525637844625295,0.9665764796116988,0.09526279743662108,-0.02734783297890636,-0.23644662086264323,0.46928863830510265,0.9100153757629449,-0.08779201893862644,0.6449415869238243,0.8652211429973823,-0.0797423500023163,0.6038830367246006,0.8215404011228415,-0.09177635415346039,0.52622601295343,0.9726565551215872,-0.07099832216461607,0.9281234553282051,0.10085442162788774,-0.009991896094301178,-0.3582113891547537
-0.498118912657941,1.4454804518643576,-0.06576384904042043,-0.46931730689803625,1.499229120617724,-0.06457915206336197,-0.2885522860542895,1.4983631615214954,-0.056909254581444475,-0.3293821147440256,1.4225810556867486,-0.05765961047745529,0.9689658076929735,-0.0010461706632891032,-0.022107034461262998,-0.24620204726235556,-0.2253538571824067,1.3269933241661325,-0.06301792454886557,-0.21150914734275073,1.3575688893239357,-0.05626110147133684,-0.11110607095093356,1.1974531247423004,-0.08223715679583633,-0.06744208685093056,1.28737430856166,-0.05868258831023185,0.9679450030890926,0.11413491845926729,-0.018766316260169502,-0.2229428553624811,0.05229564569837003,1.2288390157732274,-0.061415855218167704,0.16824562812973548,1.1045258773887863,-0.07891637546843369,0.19491244141572128,1.1578337867696513,-0.06684804565067069,0.12894073478837975,1.3041046453706167,-0.04362739198305476,0.9683457735349066,0.10090543718860936,-0.006436684829729422,-0.2282172752253036,0.41022888080531805,1.1617577714414207,-0.04829152782832839,0.2931755926131881,1.1084665080230438,-0.06920353423934135,0.4353137453587611,1.034428949591525,-0.06803015878445186,0.419759488752984,1.0044555468326974,-0.07525408077983153,0.9666358550653968,0.09513667804619638,-0.02704271636327249,-0.23628971133762744,0.4693038444994863,0.9100169003973014,-0.08779500119472608,0.6449578780518694,0.8652223980314848,-0.07977081114356921,0.6038979752242082,0.8215427024962008,-0.09180426879542719,0.526243001450398,0.9726564953619519,-0.07100186768990202,0.9281195672414755,0.10087941176229515,-0.009918362682931892,-0.3582164698442538
-0.4981110803589566,1.4454741371785949,-0.06575675830298772,-0.46931211381402366,1.4992243865251353,-0.06457915845123109,-0.2885462502784394,1.498368373996521,-0.05692887056166464,-0.3293722213607427,1.4225841415765834,-0.057669185287956864,0.9689733559956974,-0.0010947842923020867,-0.02206343204205774,-0.2461760382009472,-0.2253528730956435,1.3269834100947628,-0.0630189316099999,-0.21150727701981153,1.357560505177216,-0.05627055845927609,-0.11110748714555435,1.1974393202080051,-0.08222634272857711,-0.06744036492204741,1.2873656792469839,-0.05869703240653941,0.9679587062498742,0.11401604544361274,-0.01872286963078057,-0.22294783813542185,0.05229482332480634,1.2288341751819785,-0.06139729360603185,0.1682481548810621,1.1045258238729916,-0.07891023779641629,0.1949143755932795,1.157836212220266,-0.06685221139376045,0.1289393749275481,1.3041056531030382,-0.04363134825249518,0.9683573107373595,0.10083841883869465,-0.0063453306269060095,-0.2282005013291083,0.41026024153523893,1.1617700707150456,-0.048299392725538355,0.29320251603747166,1.1085206291307943,-0.06929196010478086,0.4353132457715472,1.0344321214875705,-0.06801873148905475,0.4197532529512575,1.004464153063416,-0.0752530300864181,0.9665846951484978,0.09520698656432652,-0.027397417948701874,-0.236429774571161,0.46929580368303786,0.9100100429093207,-0.08777813818845688,0.6449530383730726,0.8652249380032684,-0.0797714456555731,0.6038941310962631,0.8215427352591365,-0.09179911686540716,0.5262335719011876,0.972653184218712,-0.0709930873879633,0.9281309526585529,0.10084579821698439,-0.009871403946157875,-0.35819773182313436
-0.49811491148164705,1.4454725197028127,-0.06576181020362273,-0.4693172676295895,1.499223330826089,-0.06457597306763795,-0.288552111205858,1.498370484616359,-0.05691077003571394,-0.32937632966963176,1.4225854574896666,-0.057662716399271126,0.9689752148980633,-0.0010316302721350978,-0.0220902931341615,-0.24616658506279965,-0.22536258759105193,1.3269977612914032,-0.0630257680748721,-0.21151590055252434,1.3575730492170472,-0.05627147313914164,-0.11112214040980711,1.1974515437125957,-0.08224783202405794,-0.0674521750651001,1.2873720044539827,-0.05870091893628991,0.967943460263448,0.11410280569321515,-0.018736169555349624,-0.22296852561864589,0.052289349039900956,1.2288298915061744,-0.06139490400598646,0.16824405924127916,1.1045244344823288,-0.07891871001763366,0.19490979166964806,1.1578342762486789,-0.06685707730201633,0.1289331793113508,1.3041010745858372,-0.043624418410637016,0.9683550858586977,0.10087296419200356,-0.0063294409777742144,-0.2281951159942342,0.4102535861504381,1.1617733738462601,-0.048295011672430506,0.29319637789677405,1.108523797251997,-0.06929051602832162,0.43530670688922046,1.0344346089270717,-0.06800895094706343,0.4197468226196052,1.0044664593925952,-0.07524285069382522,0.9665851841163625,0.09519508142851801,-0.027421399615842668,-0.2364297890741856,0.46929495466551324,0.9100269632100193,-0.08778578431574567,0.6449488589104883,0.8652288567686613,-0.07977906032794288,0.6038869027729014,0.8215500350556634,-0.09180761564944057,0.5262372249064406,0.9726657079106243,-0.07099947071871653,0.9281170189385594,0.10085369418935397,-0.009874212402754767,-0.3582315333054693
-0.49811404044941227,1.4454740745302843,-0.06576830542720474,-0.4693178805923403,1.4992256122138998,-0.06457927873796647,-0.28855268070815143,1.4983775994056152,-0.056914251061852474,-0.32937466485559885,1.4225913473202438,-0.05767070640997257,0.9689788721154213,-0.0010023771202583576,-0.022082601640086852,-0.2461529998574873,-0.22536952278018424,1.3269827182133667,-0.06306575818190972,-0.2115261341084715,1.3575596743363556,-0.056313223091335095,-0.1111172294080574,1.1974418925509909,-0.08225425963010446,-0.0674571140990835,1.2873682898926675,-0.058712065568406725,0.9679569573153394,0.11405946819196688,-0.01881940063756221,-0.22292509203819783,0.052291175116154,1.228835243567676,-0.06140910565744681,0.16823645849486724,1.104518088591602,-0.07891179964109798,0.19490522786279407,1.1578246794354772,-0.06684287525151765,0.1289390857806048,1.3040976644150073,-0.04361997475270006,0.9683407924888875,0.10091155834115567,-0.006435020150078186,-0.2282357498526928,0.4102604407792036,1.16176932968014,-0.04829645536037372,0.29319852463057916,1.1085264984888952,-0.06928300359767713,0.4353050862927788,1.0344299028640853,-0.0680170086527134,0.41974304154318254,1.0044629064156234,-0.07525049073346678,0.9665786941653911,0.09519982429250157,-0.027375439849195993,-0.23645973596633107,0.4692981486727603,0.9100088623892812,-0.08778674719284983,0.6449568788089982,0.865232362486171,-0.07976504181020262,0.6039016558343221,0.8215491575781881,-0.09180154680062062,0.5262307480193663,0.9726534681264165,-0.07098923804465897,0.9281350019897181,0.10091141852117855,-0.009902396351527898,-0.3581679023029381
