,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,0.12633425938125137,-9.478398095978557,-0.1705832581987624,-6.913196720219093e-06,-5.1839481326892495e-06,0.0010601032354593
1,0.1490156964321367,-9.443693657564792,-0.166058476218634,0.0007696654594494656,-5.808270421862755e-06,0.0010694300336370455
2,0.14358771065201129,-9.448772486347865,-0.16360120030427783,0.0010286243248595688,0.0005753484380356954,0.002227009189947008
3,0.12993651482984062,-9.479232829048165,-0.1690543260041188,0.0010271060039033814,0.0006915533601651023,0.002457747189977443
4,0.13157615108507736,-9.503533936263548,-0.17701055292017687,0.0008843176404942039,0.00031064500614737446,0.0009143295946806682
5,0.15801525713335873,-9.480404827558939,-0.1523149022409171,5.445539490992175e-05,0.0020406357320404424,4.950899941179885e-05
6,0.19040011935827944,-9.466004900517612,-0.1608581686972329,-5.37234827474738e-06,0.0021507001064773705,0.0007854676370353419
7,0.2148167699356089,-9.442110565586894,-0.1721039723229964,-3.2111463199157807e-06,0.0009701025464231437,0.0004751020179425458
8,0.22021291859525896,-9.444914217990776,-0.19145183770673224,-4.867863275809011e-06,0.0003725626459935079,0.0007397652203307771
9,0.1902315339763308,-9.482220998485833,-0.20142493476555845,-1.4971002158417618e-05,0.0010656325518435528,0.002276558143523164
10,0.09181930590772777,-9.493566667112981,-0.12629099782786668,-2.05063931660075e-05,0.0010614817687776472,0.0031253819444597773
11,0.17123495827969965,-9.4476077513419,-0.19363827941001235,-0.0007995239492938966,0.0010657522200887932,0.0023715431961994714
12,0.17181688389430935,-9.424043541468434,-0.20860100759363928,-0.00048109250653572024,0.0010667860256457118,0.002111867800497738
13,0.15928664479524346,-9.417227305022244,-0.1848668386598099,-0.0003771299356298324,0.0010703664759409664,0.0013645761286536179
14,0.17561164151995398,-9.425692614861253,-0.1639568993516063,-0.0008830389214205852,0.0009121459682753236,-1.3756056392995833e-05
15,0.16581938002058935,-9.471937137032965,-0.2133300922729448,-4.772200626323223e-05,4.929503621537907e-05,-7.434175248898825e-07
16,0.1652599440075932,-9.50287247543797,-0.20118572328641798,-0.0007978860363190542,-0.0008201206296816802,0.0015947646034749326
17,0.19651900778824716,-9.50078052284826,-0.1905005088678286,0.00010995152655904903,0.00011515235591675536,0.0009435273983067591
18,0.18926654897048895,-9.485424880528779,-0.17684178224752284,0.001043068824754857,0.0006922293659942811,1.0131573596588204e-05
19,0.14100457051194604,-9.465577881877017,-0.16331411613526126,0.0010431178340942438,0.00016827285382030354,1.1943378462382414e-05
20,0.19192433030863618,-9.422763796205452,-0.17720780366447364,0.0010430371883833444,0.001030452306416162,8.962022393498829e-06
21,0.1714221269378842,-9.454994154338777,-0.17227354039412635,0.001037866003713479,0.00025532568222952714,0.0008156649635639641
22,0.16848181198974585,-9.471473274775484,-0.17839935515697836,0.0010362767726551985,-0.0006081059486146703,0.0010747133516318256
23,0.15240256959210696,-9.478022768826731,-0.16799057381863294,0.001414459699644482,-0.0003062831760800134,0.0006967102210080646
24,0.1312103258530471,-9.474466021772596,-0.14807314149909928,0.0017509481488361025,0.0009016664851741674,0.00018811568393609744
