,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
0,0.15811780777796902,-9.376814705190212,-0.2859873052501727,-0.0007713899303915436,0.0002776751512327775,-0.0007986740756879069
1,0.16996509586858194,-9.39475661716516,-0.29051191127406595,-0.00046988737611278875,-0.000577799378780172,-0.0016552880531801536
2,0.18405768658290306,-9.389072611601431,-0.2579198453957048,-0.00035935772639409774,-0.0006939772858027089,-0.0014019325951973003
3,0.173586287582961,-9.358236283111774,-0.19245008743090042,-0.0010465894945392749,-0.00014475140819425618,-6.901737130257824e-06
4,0.19379430855532584,-9.385485467955506,-0.10634946164887746,-0.0010549584360420212,-0.0009960864107305708,-1.107247018643346e-05
5,0.19246002669192042,-9.372332765901863,-0.18924054874846344,-0.001055521047155,-0.0010533183238868,-1.1352852211556028e-05
6,0.24708431528327804,-9.380167302918643,-0.22550281631204327,-0.001055521047155,-0.0010533183238868,-1.1352852211556028e-05
7,0.24834418107341072,-9.388184690050876,-0.2541942842519652,-0.00105189490866194,-0.0006844474670199929,-9.545735305037669e-06
8,0.17298076621906597,-9.378517777553775,-0.2809840972693848,-0.0007391050695155138,7.70089263365801e-06,0.00015234920045331115
9,0.22253853193700837,-9.353649148834394,-0.18457827444821712,0.0009278642104826692,-8.273221296065437e-06,0.0010158611220271948
10,0.17460037380573573,-9.37386489211561,-0.25141080793314863,-0.0005183865944120525,5.585807424828391e-06,0.0002666842616031213
11,0.14147242184623246,-9.400923734249236,-0.1922967794089922,-0.001629072564100379,-0.0011488036773054401,-1.5213360541646016e-05
12,0.1482594344005817,-9.40109788962539,-0.1377595934363361,-0.0021083950848221392,-0.0017375371096687979,-2.09032818367153e-05
13,0.19245842859583168,-9.369003841425783,-0.1826964993114558,-0.0021000197354872764,-0.0008855502670156861,-1.6729355382976453e-05
14,0.22998761040165477,-9.358750613829653,-0.27526431460983886,-0.0020916507939846094,-3.421526447930716e-05,-1.255862232680053e-05
15,0.24412812989406635,-9.389022538281314,-0.25080788426756084,0.0002547735739272432,-2.5921477710559134e-06,1.4969807049187903e-06
16,0.3242097782841551,-9.404390230137363,-0.22993269629630353,0.0004816704961769107,0.0005777101153027485,-0.000579206330926334
17,0.34822007812443656,-9.399593648506663,-0.22643136303652203,0.00037894767026524557,0.0010593988515930528,-0.0006879018413372055
18,0.2612623064588278,-9.380928899409302,-0.22927191939271,0.0008993147273343535,0.001055090635152809,0.00016887295527708512
19,0.1833170827082775,-9.369790975303815,-0.1917700581341768,5.762213471392931e-05,0.0010646404489255837,0.0010176446572881922
20,0.2260452811692176,-9.40366776218486,-0.20611162011618528,0.0007783585103337,0.00026057633019908877,0.0010727955253430925
21,0.21300491903020097,-9.38823560614783,-0.1802456489876607,0.0004625071902555648,-0.0005883068529451936,0.0004810850627531525
22,0.19543820107575618,-9.358160302885441,-0.180596992009143,-1.0459037451042914e-05,-0.0010639511187929,-5.212350118442849e-06
23,0.20367730620021998,-9.351405654032675,-0.2402608381101439,0.00014973139132305765,-0.0007480004889964974,-0.0001620437810449806
24,0.18491271529731076,-9.393777888064813,-0.29811271824421226,0.001008161866948794,0.0009451197023031446,-0.0010024740169436892
25,0.29146106110367676,-9.379037009506119,-0.21192142900302335,0.0010777438954637439,0.0010490871947503,-0.0034556471803705077
26,0.30892640312710934,-9.365875066664781,-0.2534061957923944,0.0004892772541619957,-0.00011455153563399615,-0.0030931413529835597
27,0.28282413628035047,-9.363275959131416,-0.29945879256562313,-0.00035998595979083514,-0.00031721743357381136,-0.001391378711632143
